sales_person,country,product,date,amount,boxes_shipped
Dennison Crosswaite,Canada,Drinking Coco,2023-10-01,2924.46,25
Mallorie Waber,New Zealand,After Nines,2023-04-05,501.79,241
Roddy Speechley,Canada,White Choc,2023-05-04,6594.09,270
Andria Kimpton,India,After Nines,,960.68,71
Roddy Speechley,India,Spicy Special Slims,,11370.32,170
Dotty Strutley,Australia,White Choc,2023-05-07,6067.94,94
Oby Sorrel,Canada,Orange Choco,,8909.75,355
Kaine Padly,Canada,Almond Choco,2023-12-08,6865.35,75
Jan Morforth,UK,Baker's Choco Chips,2023-11-03,805.23,259
Jehu Rudeforth,UK,Fruit & Nut Bars,,9851.62,221
Dennison Crosswaite,USA,Smooth Sliky Salty,2023-12-05,11823.35,90
Brien Boise,USA,Raspberry Choco,2023-12-01,683.63,202
Madelene Upcott,New Zealand,Milk Bars,,14002.42,388
Roddy Speechley,India,50% Dark Bites,,8744.95,12
Barr Faughny,New Zealand,99% Dark & Pure,,9294.14,201
Dennison Crosswaite,Canada,Organic Choco Syrup,,8831.89,79
Beverie Moffet,India,Almond Choco,,3474.98,104
Brien Boise,Australia,Peanut Butter Cubes,,311.61,204
Karlen McCaffrey,Australia,Spicy Special Slims,,4791.20,335
Jehu Rudeforth,USA,White Choc,2023-07-06,6646.33,117
Ches Bonnell,Canada,Organic Choco Syrup,,593.63,229
Dotty Strutley,India,Eclairs,,2345.95,406
Karlen McCaffrey,India,70% Dark Bites,,5083.07,368
Jehu Rudeforth,UK,Mint Chip Choco,2024-04-01,6339.57,187
Van Tuxwell,India,85% Dark Bars,2024-01-08,9005.87,90
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,5159.07,87
Jan Morforth,Australia,Peanut Butter Cubes,,13370.97,349
Jehu Rudeforth,UK,Peanut Butter Cubes,,14791.64,182
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,6429.35,40
Oby Sorrel,UK,99% Dark & Pure,,15900.60,188
Gunar Cockshoot,Australia,After Nines,,3400.26,77
Jehu Rudeforth,New Zealand,50% Dark Bites,,4357.76,63
Brien Boise,Australia,99% Dark & Pure,2024-04-07,3356.17,111
Rafaelita Blaksland,UK,Smooth Sliky Salty,,5287.86,67
Barr Faughny,USA,Orange Choco,2024-10-03,4244.36,11
Mallorie Waber,Canada,Eclairs,,1671.64,277
Karlen McCaffrey,New Zealand,Drinking Coco,,181.84,167
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-03-08,8950.59,189
Beverie Moffet,Australia,Organic Choco Syrup,,7271.76,385
Van Tuxwell,Canada,Organic Choco Syrup,,4864.83,42
Roddy Speechley,USA,Smooth Sliky Salty,2024-05-04,3175.11,149
Beverie Moffet,Canada,Milk Bars,,10137.79,250
Curtice Advani,UK,85% Dark Bars,2024-08-06,1206.95,174
Brien Boise,Australia,Eclairs,,8222.65,92
Gunar Cockshoot,USA,Spicy Special Slims,,1440.85,152
Marney O'Breen,USA,After Nines,,5611.65,159
Husein Augar,UK,Drinking Coco,,3562.44,111
Kaine Padly,Australia,Eclairs,,8385.26,122
Karlen McCaffrey,India,Fruit & Nut Bars,,181.31,330
Roddy Speechley,Canada,Spicy Special Slims,2024-09-02,1800.27,191
Husein Augar,USA,Eclairs,2024-07-07,4449.37,113
Dennison Crosswaite,New Zealand,White Choc,2024-05-07,10113.40,155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,,5932.84,303
Van Tuxwell,New Zealand,85% Dark Bars,,2006.71,124
Rafaelita Blaksland,UK,99% Dark & Pure,,14086.69,157
Wilone O'Kielt,Australia,Manuka Honey Choco,2024-11-05,4799.54,90
Karlen McCaffrey,UK,Almond Choco,,8101.98,138
Andria Kimpton,Canada,After Nines,2024-11-05,2321.97,71
Roddy Speechley,USA,Manuka Honey Choco,,10245.00,329
Andria Kimpton,UK,50% Dark Bites,,2930.40,344
Kelci Walkden,New Zealand,After Nines,2024-07-07,170.24,75
Camilla Castle,Australia,85% Dark Bars,,4247.49,14
Karlen McCaffrey,India,Manuka Honey Choco,2024-04-07,2696.10,605
Kelci Walkden,USA,After Nines,2024-02-06,1083.76,16
Karlen McCaffrey,USA,Raspberry Choco,,17037.09,347
Mallorie Waber,Canada,Choco Coated Almonds,2024-11-07,5706.43,247
Andria Kimpton,India,Spicy Special Slims,,6682.34,139
Madelene Upcott,Canada,Almond Choco,,8192.60,100
Kaine Padly,USA,Peanut Butter Cubes,,7568.16,206
Van Tuxwell,USA,50% Dark Bites,,10772.33,156
Curtice Advani,Australia,Milk Bars,,7467.12,18
Roddy Speechley,India,Eclairs,2024-10-06,4985.90,311
Curtice Advani,India,Fruit & Nut Bars,2024-07-07,5693.60,177
Curtice Advani,Canada,Almond Choco,,5879.10,75
Brien Boise,Australia,Fruit & Nut Bars,2024-06-06,9771.93,22
Dotty Strutley,Australia,Drinking Coco,,105.06,140
Beverie Moffet,USA,Raspberry Choco,,16414.69,80
Marney O'Breen,India,85% Dark Bars,,2553.41,183
Jehu Rudeforth,Canada,Drinking Coco,,473.99,25
Ches Bonnell,New Zealand,Spicy Special Slims,,3873.98,19
Brien Boise,Canada,99% Dark & Pure,,17718.25,430
Barr Faughny,Australia,Fruit & Nut Bars,,16572.07,57
Andria Kimpton,Australia,50% Dark Bites,2024-02-06,5220.19,216
Andria Kimpton,Australia,Drinking Coco,,1797.26,49
Marney O'Breen,Australia,Organic Choco Syrup,,295.62,182
Kelci Walkden,Canada,Baker's Choco Chips,,3597.37,288
Karlen McCaffrey,India,Almond Choco,2024-06-07,6580.43,147
Oby Sorrel,India,99% Dark & Pure,,12232.97,11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,,2243.44,11
Van Tuxwell,Australia,Organic Choco Syrup,2024-10-08,22943.37,14
Camilla Castle,India,50% Dark Bites,2024-04-07,10590.61,430
Oby Sorrel,India,Organic Choco Syrup,2024-08-07,6468.82,59
Jan Morforth,USA,Peanut Butter Cubes,,10463.57,109
Gigi Bohling,USA,Choco Coated Almonds,2024-02-03,14154.35,105
Gigi Bohling,UK,Almond Choco,2024-10-01,6031.14,9
Jehu Rudeforth,New Zealand,White Choc,2024-11-03,3308.40,258
Andria Kimpton,New Zealand,Peanut Butter Cubes,,1119.94,283
Van Tuxwell,UK,Organic Choco Syrup,,2303.39,222
Roddy Speechley,Canada,Milk Bars,,723.37,33
Camilla Castle,USA,Spicy Special Slims,2024-11-02,1413.64,261
Marney O'Breen,USA,Orange Choco,,9001.89,193
Van Tuxwell,UK,99% Dark & Pure,,5283.91,136
Camilla Castle,USA,White Choc,,10958.51,23
Andria Kimpton,USA,Raspberry Choco,,15531.78,22
Dotty Strutley,Australia,Fruit & Nut Bars,,317.36,337
Brien Boise,New Zealand,Mint Chip Choco,2024-01-08,71.41,188
Roddy Speechley,New Zealand,After Nines,,9317.33,11
Roddy Speechley,Canada,Organic Choco Syrup,2024-10-01,4790.71,86
Dennison Crosswaite,Australia,70% Dark Bites,2024-07-02,6166.80,114
Karlen McCaffrey,USA,Orange Choco,2024-12-05,11741.46,433
Madelene Upcott,Australia,Spicy Special Slims,2024-07-03,8519.77,443
Dennison Crosswaite,Australia,85% Dark Bars,2024-05-04,8278.86,453
Andria Kimpton,Canada,Caramel Stuffed Bars,2024-03-01,7560.62,336
Dennison Crosswaite,UK,Eclairs,,6702.11,285
Madelene Upcott,India,Raspberry Choco,2024-07-07,4758.69,10
Van Tuxwell,USA,After Nines,,709.25,263
Wilone O'Kielt,Australia,Organic Choco Syrup,2024-07-07,2003.05,110
Karlen McCaffrey,Canada,50% Dark Bites,,3248.00,64
Roddy Speechley,New Zealand,Orange Choco,2024-01-04,51.98,95
Beverie Moffet,Australia,Eclairs,,2134.65,6
Kelci Walkden,UK,Fruit & Nut Bars,,15540.41,520
Marney O'Breen,USA,50% Dark Bites,,1117.77,114
Husein Augar,USA,After Nines,2024-08-04,13999.05,179
Dennison Crosswaite,Australia,Raspberry Choco,,6265.59,31
Andria Kimpton,USA,Fruit & Nut Bars,,1536.82,386
Kelci Walkden,India,Eclairs,,6069.93,80
Marney O'Breen,USA,99% Dark & Pure,,4861.33,286
Brien Boise,Canada,Spicy Special Slims,2024-04-03,8993.24,97
Karlen McCaffrey,New Zealand,70% Dark Bites,2024-02-08,150.42,40
Husein Augar,UK,Spicy Special Slims,,5593.68,41
Marney O'Breen,USA,Almond Choco,,9376.61,167
Kelci Walkden,India,Orange Choco,2024-07-06,11315.16,134
Jan Morforth,India,Spicy Special Slims,2024-12-04,2048.34,506
Ches Bonnell,India,Spicy Special Slims,2024-06-07,12562.81,101
Kelci Walkden,UK,Smooth Sliky Salty,,6883.75,182
Madelene Upcott,Australia,Fruit & Nut Bars,2024-05-01,6105.60,90
Madelene Upcott,Canada,70% Dark Bites,,12634.72,145
Wilone O'Kielt,Australia,Drinking Coco,2024-06-04,663.74,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,,7044.68,21
Gigi Bohling,Canada,Baker's Choco Chips,,1804.90,47
Kelci Walkden,India,Caramel Stuffed Bars,,513.43,131
Rafaelita Blaksland,Australia,Drinking Coco,,13699.76,389
Kelci Walkden,USA,Manuka Honey Choco,,19995.68,94
Jehu Rudeforth,Canada,Spicy Special Slims,,2189.70,29
Kelci Walkden,Australia,Eclairs,,8727.09,523
Curtice Advani,Canada,Spicy Special Slims,,911.46,126
Oby Sorrel,India,Raspberry Choco,,7620.86,46
Kelci Walkden,UK,Eclairs,,5054.56,60
Jan Morforth,India,Almond Choco,2024-11-03,5230.50,23
Dotty Strutley,UK,Almond Choco,,17104.04,103
Marney O'Breen,New Zealand,After Nines,2024-09-03,1642.32,43
Husein Augar,Australia,Orange Choco,,10322.19,182
Marney O'Breen,Australia,Milk Bars,,2715.92,423
Kelci Walkden,Canada,99% Dark & Pure,,5598.05,51
Kaine Padly,Australia,Manuka Honey Choco,2024-12-01,2996.99,280
Beverie Moffet,New Zealand,White Choc,,7946.49,7
Van Tuxwell,UK,Milk Bars,,4991.22,92
Oby Sorrel,Canada,99% Dark & Pure,2024-01-08,4151.70,424
Van Tuxwell,India,Organic Choco Syrup,,22701.85,168
Roddy Speechley,India,Smooth Sliky Salty,2024-10-08,6014.30,141
Jan Morforth,India,Eclairs,2024-05-01,2788.60,27
Ches Bonnell,UK,Smooth Sliky Salty,2024-11-07,6503.75,116
Wilone O'Kielt,USA,After Nines,,433.92,31
Gigi Bohling,New Zealand,Fruit & Nut Bars,2024-04-04,12314.13,129
Barr Faughny,USA,Raspberry Choco,2024-12-04,9876.86,106
Wilone O'Kielt,New Zealand,85% Dark Bars,2024-02-08,2043.06,121
Gigi Bohling,New Zealand,Manuka Honey Choco,,8728.80,272
Ches Bonnell,Australia,Eclairs,2024-05-07,4906.57,128
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2024-07-06,2278.06,49
Brien Boise,New Zealand,Smooth Sliky Salty,,1108.18,27
Brien Boise,Australia,Baker's Choco Chips,2024-04-01,14957.65,206
Dennison Crosswaite,Australia,99% Dark & Pure,,3020.67,19
Kelci Walkden,India,Almond Choco,,3677.47,152
Camilla Castle,Australia,70% Dark Bites,,6999.62,500
Oby Sorrel,India,Smooth Sliky Salty,2024-07-02,10901.65,116
Kaine Padly,UK,Organic Choco Syrup,,2586.62,172
Marney O'Breen,India,Caramel Stuffed Bars,,5077.50,81
Karlen McCaffrey,UK,Eclairs,,8360.11,203
Van Tuxwell,India,Baker's Choco Chips,,3566.77,426
Gigi Bohling,UK,After Nines,,9186.69,173
Curtice Advani,Australia,Orange Choco,2024-12-07,917.35,140
Jehu Rudeforth,Canada,Smooth Sliky Salty,2024-11-07,6199.12,132
Karlen McCaffrey,Canada,Smooth Sliky Salty,,3368.63,180
Andria Kimpton,USA,85% Dark Bars,2024-05-04,10527.23,82
Jehu Rudeforth,Canada,Milk Bars,,7927.57,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,,14493.50,15
Mallorie Waber,Australia,Milk Bars,,3112.20,107
Barr Faughny,USA,Fruit & Nut Bars,,9617.64,44
Marney O'Breen,UK,Caramel Stuffed Bars,,4198.08,107
Mallorie Waber,New Zealand,Manuka Honey Choco,,10927.22,11
Roddy Speechley,India,Peanut Butter Cubes,2024-11-02,10759.18,20
Roddy Speechley,New Zealand,Milk Bars,2024-02-03,6250.42,111
Ches Bonnell,Australia,White Choc,2024-02-03,1103.54,195
Van Tuxwell,USA,99% Dark & Pure,,13435.98,6
Kelci Walkden,India,After Nines,2024-07-01,1855.03,563
Brien Boise,UK,White Choc,2024-12-04,5799.09,169
Van Tuxwell,Canada,Almond Choco,,3631.78,71
Jehu Rudeforth,Australia,50% Dark Bites,,5461.43,456
Karlen McCaffrey,UK,Baker's Choco Chips,2024-07-02,5315.95,389
Jehu Rudeforth,Australia,Orange Choco,,16059.94,28
Marney O'Breen,India,Peanut Butter Cubes,2024-10-01,7803.84,157
Oby Sorrel,UK,Choco Coated Almonds,,10751.19,44
Gigi Bohling,USA,Spicy Special Slims,,12156.54,54
Barr Faughny,Australia,White Choc,2024-04-07,9402.26,401
Kaine Padly,Canada,Peanut Butter Cubes,2024-04-07,3653.39,185
Dotty Strutley,USA,Manuka Honey Choco,2024-10-08,320.11,201
Dennison Crosswaite,Australia,50% Dark Bites,2024-01-04,7618.91,12
Gigi Bohling,India,Raspberry Choco,,2843.90,158
Camilla Castle,UK,White Choc,2024-03-01,11946.40,192
Karlen McCaffrey,India,Drinking Coco,,5055.05,241
Dotty Strutley,UK,99% Dark & Pure,2024-03-01,10378.36,301
Husein Augar,New Zealand,Caramel Stuffed Bars,,595.16,461
Barr Faughny,UK,50% Dark Bites,,639.95,71
Curtice Advani,Australia,Organic Choco Syrup,,3717.35,322
Husein Augar,UK,Choco Coated Almonds,2024-02-03,5057.10,41
Wilone O'Kielt,Australia,After Nines,,3729.83,27
Dennison Crosswaite,USA,Almond Choco,,13786.87,85
Barr Faughny,Canada,Peanut Butter Cubes,2024-07-06,2206.28,79
Kaine Padly,USA,70% Dark Bites,2024-12-05,4672.25,103
Barr Faughny,New Zealand,Raspberry Choco,,7667.99,69
Dennison Crosswaite,UK,White Choc,2024-03-08,8338.51,270
Barr Faughny,India,Baker's Choco Chips,,7548.62,153
Van Tuxwell,New Zealand,Smooth Sliky Salty,,3608.83,46
Beverie Moffet,UK,White Choc,,7108.96,80
Camilla Castle,New Zealand,Mint Chip Choco,,1293.02,201
Ches Bonnell,UK,Orange Choco,,15365.78,57
Jan Morforth,Australia,White Choc,,3766.49,33
Mallorie Waber,Canada,85% Dark Bars,,1664.68,465
Rafaelita Blaksland,India,Spicy Special Slims,2024-04-01,8972.79,134
Ches Bonnell,Australia,Mint Chip Choco,,10576.55,96
Karlen McCaffrey,Australia,White Choc,2024-05-01,8857.15,50
Beverie Moffet,India,Drinking Coco,,6756.17,45
Brien Boise,Australia,Choco Coated Almonds,,5532.85,63
Karlen McCaffrey,Canada,Eclairs,,3713.66,352
Gigi Bohling,USA,99% Dark & Pure,2024-02-06,906.85,246
Marney O'Breen,UK,Smooth Sliky Salty,,22558.88,84
Beverie Moffet,New Zealand,Baker's Choco Chips,2024-03-08,1517.05,147
Beverie Moffet,Australia,Milk Bars,,770.45,389
Van Tuxwell,UK,Raspberry Choco,,7623.35,80
Jan Morforth,Australia,Orange Choco,2024-04-07,3418.05,117
Jehu Rudeforth,India,50% Dark Bites,2024-05-07,4055.71,137
Madelene Upcott,USA,After Nines,,5432.84,450
Barr Faughny,UK,Raspberry Choco,,6016.80,71
Ches Bonnell,Australia,70% Dark Bites,2024-12-01,3609.76,122
Marney O'Breen,UK,Baker's Choco Chips,2024-10-06,302.25,154
Kaine Padly,Australia,Peanut Butter Cubes,,6062.87,290
Rafaelita Blaksland,India,Almond Choco,,3589.91,106
Husein Augar,UK,Caramel Stuffed Bars,,16457.28,442
Roddy Speechley,India,Orange Choco,,4813.53,19
Jehu Rudeforth,UK,70% Dark Bites,,5819.17,270
Husein Augar,Australia,Manuka Honey Choco,,7824.91,100
Madelene Upcott,USA,Eclairs,,9446.67,193
Brien Boise,India,Eclairs,,1447.58,67
Mallorie Waber,New Zealand,White Choc,,3356.27,238
Husein Augar,USA,Milk Bars,2024-02-03,1031.25,55
Van Tuxwell,Australia,Milk Bars,,9471.51,95
Beverie Moffet,Canada,White Choc,,10573.29,179
Dotty Strutley,Australia,50% Dark Bites,2024-12-05,3321.90,247
Mallorie Waber,New Zealand,Organic Choco Syrup,2024-01-07,5318.00,281
Husein Augar,USA,85% Dark Bars,2024-08-08,415.67,59
Madelene Upcott,Australia,50% Dark Bites,,8295.88,6
Wilone O'Kielt,UK,Drinking Coco,,3857.25,54
Camilla Castle,India,Peanut Butter Cubes,,14102.83,291
Curtice Advani,India,70% Dark Bites,2024-05-07,2453.44,43
Mallorie Waber,USA,Manuka Honey Choco,2024-04-07,5910.67,100
Dotty Strutley,UK,70% Dark Bites,,1515.42,230
Gunar Cockshoot,Australia,Almond Choco,,4498.05,464
Kaine Padly,New Zealand,Spicy Special Slims,2024-01-07,8755.31,38
Gigi Bohling,USA,50% Dark Bites,,2651.48,60
Beverie Moffet,UK,Smooth Sliky Salty,2024-04-05,5119.35,77
Beverie Moffet,Australia,Baker's Choco Chips,2024-04-08,3360.74,119
Beverie Moffet,India,70% Dark Bites,2024-01-06,495.65,146
Jehu Rudeforth,UK,Choco Coated Almonds,,5108.85,187
Kaine Padly,USA,50% Dark Bites,2024-03-08,77.10,26
Ches Bonnell,USA,Orange Choco,2024-10-06,1860.29,71
Gunar Cockshoot,UK,Manuka Honey Choco,,7917.76,50
Marney O'Breen,Australia,Smooth Sliky Salty,2024-03-01,4059.92,179
Marney O'Breen,India,After Nines,2024-11-07,2816.85,188
Ches Bonnell,New Zealand,Milk Bars,,5306.48,128
Rafaelita Blaksland,USA,Fruit & Nut Bars,,2756.63,66
Ches Bonnell,India,Organic Choco Syrup,2024-08-03,17903.70,107
Mallorie Waber,Australia,Orange Choco,2024-07-03,15825.08,284
Husein Augar,India,70% Dark Bites,2024-09-05,7745.33,164
Barr Faughny,New Zealand,85% Dark Bars,,2214.91,161
Madelene Upcott,UK,Caramel Stuffed Bars,,190.24,156
Gigi Bohling,Australia,Drinking Coco,,2960.00,141
Marney O'Breen,Canada,Choco Coated Almonds,,2937.62,389
Ches Bonnell,USA,70% Dark Bites,2024-11-05,4778.36,124
Madelene Upcott,India,Organic Choco Syrup,,5401.01,41
Barr Faughny,USA,50% Dark Bites,,15372.94,124
Dennison Crosswaite,New Zealand,Mint Chip Choco,2024-05-04,7121.02,433
Marney O'Breen,New Zealand,Smooth Sliky Salty,,9057.64,56
Brien Boise,Canada,Almond Choco,,5439.43,125
Beverie Moffet,Australia,White Choc,,2659.78,178
Dotty Strutley,Australia,Eclairs,,7897.59,3
Barr Faughny,UK,White Choc,2024-05-07,1959.22,70
Beverie Moffet,Canada,Baker's Choco Chips,2024-11-01,15305.32,91
Kelci Walkden,USA,White Choc,2024-07-03,11257.11,21
Kaine Padly,Canada,50% Dark Bites,2024-04-03,9207.09,109
Karlen McCaffrey,Canada,Organic Choco Syrup,,2769.94,302
Kaine Padly,UK,Peanut Butter Cubes,2024-11-05,7477.56,85
Karlen McCaffrey,USA,Milk Bars,,5231.54,8
Karlen McCaffrey,India,Orange Choco,,3745.21,161
Ches Bonnell,India,Smooth Sliky Salty,2024-03-08,8503.93,19
Wilone O'Kielt,New Zealand,Mint Chip Choco,,12524.30,251
Wilone O'Kielt,Australia,Fruit & Nut Bars,,472.27,101
Dennison Crosswaite,UK,Peanut Butter Cubes,2024-07-02,9771.87,158
Karlen McCaffrey,Australia,Almond Choco,2024-08-07,8130.06,140
Dennison Crosswaite,India,Milk Bars,,1624.06,96
Ches Bonnell,UK,Mint Chip Choco,2024-08-04,2984.40,214
Husein Augar,Australia,50% Dark Bites,,15593.50,56
Jan Morforth,India,Fruit & Nut Bars,2024-04-05,3387.76,60
Mallorie Waber,USA,85% Dark Bars,2024-11-05,2847.18,115
Mallorie Waber,USA,Eclairs,,7511.77,49
Dennison Crosswaite,Canada,Spicy Special Slims,2024-10-08,2711.58,216
Dennison Crosswaite,USA,Fruit & Nut Bars,2024-04-05,1673.44,314
Kelci Walkden,USA,99% Dark & Pure,,8853.16,261
Dotty Strutley,Canada,Raspberry Choco,2024-03-08,4722.39,258
Marney O'Breen,New Zealand,Milk Bars,,8408.12,318
Madelene Upcott,Australia,Choco Coated Almonds,2024-08-04,2442.36,78
Kelci Walkden,UK,Orange Choco,2024-01-08,4010.08,3
Dennison Crosswaite,Canada,Eclairs,,492.21,45
Karlen McCaffrey,India,Mint Chip Choco,,11650.88,192
Barr Faughny,New Zealand,Almond Choco,,6426.04,132
Mallorie Waber,Australia,85% Dark Bars,,2665.28,54
Ches Bonnell,Canada,Eclairs,2024-10-01,2048.58,170
Gigi Bohling,Australia,White Choc,2024-11-05,6267.19,83
Beverie Moffet,New Zealand,85% Dark Bars,,12886.26,21
Kaine Padly,USA,Caramel Stuffed Bars,,6143.64,117
Mallorie Waber,Australia,Almond Choco,2024-01-08,8273.83,130
Brien Boise,Canada,85% Dark Bars,,12163.59,264
Brien Boise,Australia,Drinking Coco,,7192.41,159
Dotty Strutley,USA,Orange Choco,,1452.94,112
Rafaelita Blaksland,Australia,50% Dark Bites,,3375.83,41
Dennison Crosswaite,India,99% Dark & Pure,,8328.80,327
Curtice Advani,UK,White Choc,2024-01-02,1634.54,70
Kelci Walkden,Australia,After Nines,2024-02-03,8265.41,298
Gigi Bohling,UK,Fruit & Nut Bars,2024-06-04,1448.10,92
Gunar Cockshoot,Australia,Raspberry Choco,,709.53,77
Curtice Advani,UK,Fruit & Nut Bars,,12197.19,135
Barr Faughny,Canada,50% Dark Bites,,10917.59,302
Curtice Advani,USA,Spicy Special Slims,2024-11-07,1679.89,287
Brien Boise,India,Almond Choco,,2303.17,225
Oby Sorrel,New Zealand,Smooth Sliky Salty,2024-07-07,9261.26,65
Jan Morforth,India,85% Dark Bars,,5252.80,415
Marney O'Breen,India,Fruit & Nut Bars,,5385.55,161
Andria Kimpton,New Zealand,50% Dark Bites,2024-02-03,3741.19,222
Gunar Cockshoot,Canada,Raspberry Choco,,2223.49,127
Kelci Walkden,USA,Drinking Coco,,7720.37,156
Van Tuxwell,Canada,White Choc,,468.09,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2024-09-06,3083.39,55
Van Tuxwell,Australia,Caramel Stuffed Bars,,6898.94,58
Ches Bonnell,New Zealand,Peanut Butter Cubes,2024-04-03,1036.05,291
Kelci Walkden,Canada,Milk Bars,2024-07-07,17518.04,28
Dennison Crosswaite,Canada,Choco Coated Almonds,,11691.86,128
Curtice Advani,Australia,Almond Choco,,3136.53,74
Madelene Upcott,Australia,85% Dark Bars,,1677.71,325
Gigi Bohling,UK,50% Dark Bites,,8937.37,66
Ches Bonnell,UK,Manuka Honey Choco,,4761.38,406
Gigi Bohling,UK,70% Dark Bites,,942.02,84
Jehu Rudeforth,Australia,Peanut Butter Cubes,,6623.03,39
Marney O'Breen,India,Eclairs,,4067.36,94
Curtice Advani,Canada,Fruit & Nut Bars,2024-04-04,4712.55,211
Kaine Padly,UK,Smooth Sliky Salty,2024-08-06,9571.30,594
Karlen McCaffrey,Canada,Spicy Special Slims,2024-02-08,6779.99,46
Kelci Walkden,USA,Organic Choco Syrup,,10772.46,150
Curtice Advani,India,Spicy Special Slims,,189.34,140
Roddy Speechley,India,After Nines,,3015.47,115
Camilla Castle,Australia,Caramel Stuffed Bars,2024-02-05,3538.27,16
Curtice Advani,Australia,99% Dark & Pure,2024-07-01,5196.97,87
Mallorie Waber,UK,50% Dark Bites,,6654.14,102
Ches Bonnell,Canada,Baker's Choco Chips,,8639.19,402
Van Tuxwell,UK,Drinking Coco,2024-04-04,6397.05,136
Gunar Cockshoot,Canada,Fruit & Nut Bars,,14596.37,196
Gunar Cockshoot,New Zealand,Spicy Special Slims,,7712.91,192
Gunar Cockshoot,Australia,Drinking Coco,,2456.77,188
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2024-07-02,1435.27,138
Dennison Crosswaite,New Zealand,Drinking Coco,2024-11-01,4324.48,202
Jehu Rudeforth,India,99% Dark & Pure,,2207.76,247
Dotty Strutley,Australia,Mint Chip Choco,2024-01-08,7571.51,26
Roddy Speechley,Australia,Mint Chip Choco,2024-05-05,7189.76,262
Madelene Upcott,New Zealand,Raspberry Choco,,10858.21,451
Dotty Strutley,New Zealand,Choco Coated Almonds,2024-04-01,6524.65,369
Roddy Speechley,New Zealand,50% Dark Bites,2024-09-05,4624.45,212
Rafaelita Blaksland,India,Smooth Sliky Salty,2024-06-05,1961.82,80
Husein Augar,UK,White Choc,,12782.63,158
Roddy Speechley,Australia,Almond Choco,,4928.30,71
Van Tuxwell,USA,Caramel Stuffed Bars,,1115.84,22
Camilla Castle,Australia,99% Dark & Pure,,5346.62,109
Kaine Padly,India,Milk Bars,2024-02-05,3168.11,93
Ches Bonnell,Australia,Smooth Sliky Salty,,9007.92,52
Mallorie Waber,USA,Almond Choco,,7400.07,383
Kaine Padly,Canada,99% Dark & Pure,,1420.22,422
Oby Sorrel,UK,After Nines,,2555.95,109
Gunar Cockshoot,UK,Eclairs,,4059.65,175
Dotty Strutley,USA,Caramel Stuffed Bars,,18581.37,83
Jan Morforth,India,Peanut Butter Cubes,2024-04-01,8813.58,182
Husein Augar,Australia,Eclairs,2024-04-07,7914.74,31
Beverie Moffet,USA,Smooth Sliky Salty,,2787.72,342
Camilla Castle,Australia,Manuka Honey Choco,,681.71,170
Oby Sorrel,Australia,Almond Choco,,6827.53,241
Jan Morforth,USA,Orange Choco,,1082.00,158
Gigi Bohling,USA,Fruit & Nut Bars,,2966.98,121
Mallorie Waber,UK,Milk Bars,2024-10-01,3951.74,287
Curtice Advani,USA,Raspberry Choco,,3151.23,144
Marney O'Breen,Canada,Milk Bars,2024-08-02,2672.67,317
Brien Boise,India,Caramel Stuffed Bars,,1742.37,106
Gunar Cockshoot,USA,Eclairs,2024-03-05,7301.31,42
Roddy Speechley,USA,Fruit & Nut Bars,,6322.14,26
Gunar Cockshoot,India,50% Dark Bites,2024-09-08,13731.44,82
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2024-11-07,4051.88,253
Kaine Padly,UK,Manuka Honey Choco,,8474.69,115
Van Tuxwell,Canada,Manuka Honey Choco,,9426.56,49
Wilone O'Kielt,New Zealand,Almond Choco,,9770.28,154
Oby Sorrel,New Zealand,Baker's Choco Chips,,14234.61,45
Dennison Crosswaite,Australia,Organic Choco Syrup,2024-10-05,6885.01,40
Marney O'Breen,Australia,Spicy Special Slims,,14687.62,293
Beverie Moffet,Canada,Smooth Sliky Salty,,16585.43,388
Brien Boise,USA,Organic Choco Syrup,,17415.67,148
Roddy Speechley,New Zealand,Baker's Choco Chips,,5954.47,236
Van Tuxwell,UK,85% Dark Bars,2024-11-07,4179.91,140
Marney O'Breen,Canada,Spicy Special Slims,2024-03-01,3939.95,365
Rafaelita Blaksland,New Zealand,70% Dark Bites,,791.19,280
Beverie Moffet,USA,50% Dark Bites,,2941.65,360
Brien Boise,USA,Mint Chip Choco,,12476.68,162
Karlen McCaffrey,New Zealand,Eclairs,2024-06-05,2817.14,191
Barr Faughny,India,Drinking Coco,,2411.52,144
Marney O'Breen,UK,Orange Choco,2024-06-06,13072.74,11
Brien Boise,New Zealand,Baker's Choco Chips,2024-12-07,6790.41,26
Ches Bonnell,Canada,Spicy Special Slims,2024-05-08,6092.47,201
Brien Boise,USA,Orange Choco,,7185.50,152
Kaine Padly,India,Spicy Special Slims,,6170.80,138
Mallorie Waber,USA,50% Dark Bites,,1945.05,14
Mallorie Waber,UK,Mint Chip Choco,,6767.42,2
